system   D            wsystem.c:583  maybe_parent_dir                 [   0.00245] Also searching D:\Users\Ed Starkey\Google Drive\Git Repositories\Project 1\
font     D                ttf.c:217  alloc_glyph_region               [   0.49660] Glyph 40: 48x49 (48x52)
font     D                ttf.c:217  alloc_glyph_region               [   0.49735] Glyph 53: 47x49 (48x52)
font     D                ttf.c:217  alloc_glyph_region               [   0.49772] Glyph 50: 40x49 (40x52)
font     D                ttf.c:406  cache_glyph                      [   0.49777] Glyph 2 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.49814] Glyph 24: 44x54 (44x56)
font     D                ttf.c:217  alloc_glyph_region               [   0.49859] Glyph 48: 14x51 (16x52)
font     D                ttf.c:217  alloc_glyph_region               [   0.49892] Glyph 51: 25x49 (28x52)
font     D                ttf.c:217  alloc_glyph_region               [   0.49935] Glyph 44: 31x50 (32x52)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49995] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49998] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.50053] Glyph 57: 34x49 (36x52)
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50120] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50122] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50124] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50126] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50128] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50130] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50132] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50134] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50135] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.50137] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.50139] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.50141] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.50143] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.50255] Glyph 51: 26x34 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51206] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51211] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.51231] Glyph 79: 25x34 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51240] Glyph 68: 26x31 (28x32)
font     D                ttf.c:217  alloc_glyph_region               [   0.51248] Glyph 92: 20x31 (20x32)
font     D                ttf.c:217  alloc_glyph_region               [   0.51256] Glyph 72: 25x35 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51265] Glyph 85: 26x34 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51271] Glyph 29: 7x17 (8x20)
font     D                ttf.c:406  cache_glyph                      [   0.51274] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.51280] Glyph 20: 23x35 (24x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51299] Glyph 36: 26x31 (28x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51344] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51347] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.51368] Glyph 81: 26x33 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51376] Glyph 74: 26x35 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51413] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51416] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.51436] Glyph 19: 26x35 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51445] Glyph 57: 26x31 (28x32)
font     D                ttf.c:217  alloc_glyph_region               [   0.51453] Glyph 82: 26x35 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51461] Glyph 70: 25x35 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51468] Glyph 76: 23x35 (24x36)
font     D                ttf.c:217  alloc_glyph_region               [   0.51475] Glyph 87: 23x34 (24x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51645] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51679] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51681] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51715] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51746] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51748] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51780] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51783] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51814] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51816] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51847] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51849] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51880] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51883] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51919] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51921] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.52120] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.52123] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.52387] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.52392] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.52425] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.52428] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.63014] Glyph 21: 26x35 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.63112] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.63116] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.63269] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.63272] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.79688] Glyph 22: 24x35 (24x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79787] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79791] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79962] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.79965] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.96344] Glyph 23: 26x33 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.96435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.96440] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.96580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.96584] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.58013] Glyph 24: 26x35 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.58104] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.58106] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.58272] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.58276] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.78011] Glyph 25: 26x35 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.78104] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.78107] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.78266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.78269] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.96345] Glyph 26: 23x32 (24x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.96440] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.96443] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.96591] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.96595] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   4.09684] Glyph 27: 26x35 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.09782] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.09787] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.09935] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.09938] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   4.29684] Glyph 28: 26x35 (28x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.29899] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.29903] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.30008] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.30013] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53218] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53221] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53223] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53225] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53227] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53229] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53231] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53234] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53236] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  13.53238] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  13.53240] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  13.53242] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  13.53244] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  13.53272] added dtor for object 051F2C18, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.53377] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.53382] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53507] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53510] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53512] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53514] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53516] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53518] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53520] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53522] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  13.53524] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  13.53526] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  13.53528] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  13.53531] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  13.53533] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  13.53722] added dtor for object 051E05B8, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.56107] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.56112] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.59708] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.59724] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.60117] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.60122] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96334] removed dtor for object 051F2C18
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96357] removed dtor for object 051E05B8
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78926] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78928] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78930] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78932] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78934] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78936] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78938] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.78940] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  39.78942] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  39.78944] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  39.78947] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  39.78949] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  39.78982] added dtor for object 051F2B70, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  39.79111] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  39.79115] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79225] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79229] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79231] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79233] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79235] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79237] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79239] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79241] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  39.79243] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  39.79245] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  39.79247] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  39.79249] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  39.79251] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  39.79428] added dtor for object 051E05B8, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  39.81583] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  39.81588] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  39.85385] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  39.85390] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  39.85711] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  39.85716] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  55.21334] removed dtor for object 051F2B70
dtor     D               dtor.c:214  _al_unregister_destructor        [  55.21353] removed dtor for object 051E05B8
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92902] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92905] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92907] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92909] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92911] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92913] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92915] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92917] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.92919] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  62.92921] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  62.92923] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  62.92925] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  62.92927] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  62.92967] added dtor for object 051F2B70, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  62.93190] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  62.93193] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93299] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93302] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93306] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93308] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93310] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93312] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93314] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  62.93316] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  62.93318] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  62.93320] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  62.93322] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  62.93324] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  62.93503] added dtor for object 051E05B8, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  62.95619] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  62.95624] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  62.99247] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  62.99252] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  62.99562] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  62.99566] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  77.76328] removed dtor for object 051F2B70
dtor     D               dtor.c:214  _al_unregister_destructor        [  77.76348] removed dtor for object 051E05B8
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56855] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56857] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56861] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56863] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56865] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56867] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.56869] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  81.56871] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  81.56873] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  81.56875] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  81.56877] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  81.56913] added dtor for object 051F2B70, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  81.57045] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  81.57048] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57148] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57150] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57152] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57154] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57156] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57158] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57160] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57162] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  81.57164] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  81.57166] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  81.57168] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  81.57170] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  81.57172] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [  81.57352] added dtor for object 051E05B8, func 0FAD2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  81.59480] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  81.59486] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  81.63106] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  81.63111] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  81.63432] _al_d3d_sync_bitmap (system) ref count == 1
